,item_id,item_name,item_link,item_price,item_quantity
132,8712566291144,Wall's soft scoop vanilla 1.8L,/en-ae/catalogue/walls-soft-scoop-vanilla-18l_47697/,26.50,"/
                Each"
133,5052715088878,Talking Tables palm leaf table cover,/en-ae/catalogue/talking-tables-palm-leaf-table-cover_48776/,42.00,"/
                Each"
134,9300617066361,Cadbury Dream white chocolate 180g,/en-ae/catalogue/cadbury-dream-white-choco-180g_38023/,25.25,"/
                Each"
135,4006387102449,BRITA on tap water filter cartridge,/en-ae/catalogue/brita-on-tap-water-filter-cartridge_38317/,120.75,"/
                Each"
136,5028420000825,JJ bloom folding steamer basket green,/en-ae/catalogue/jj-bloom-folding-steamer-basket-green_38368/,78.75,"/
                Each"
137,5052715123265,Talking Tables birthday brights rainbow star eco table cover,/en-ae/catalogue/talking-tables-table-cover-eco-star_38451/,31.50,"/
                Each"
138,4002092295339,Collonil boom sneaker cleaner 100ml,/en-ae/catalogue/collonil-boom-cleaner-for-sneakers-100ml_38711/,35.25,"/
                Each"
139,8001841937243,Crest 3D white deluxe whitening toothpaste pearl glow 75ml,/en-ae/catalogue/crest-3dw-pearl-glow-75ml_38840/,42.00,"/
                Each"
140,5060002043189,Booja-Booja chocolate truffles around midnight espresso 92g,/en-ae/catalogue/booja-booja-arnd-mdnght-espresso-92g_38879/,40.00,"/
                Each"
141,9006206514977,Riedel ouverture white wine glass x2,/en-ae/catalogue/riedel-white-wine-set-2s_39003/,125.00,"/
                Each"
142,6281065101824,Clorox Scentiva multi surface cleaner Madagascar citrus 500ml,/en-ae/catalogue/clorox-scent-msc-spray-mdgscr-cg-500ml_39024/,20.00,"/
                Each"
143,6001087311458,Knorr creamy garlic salad dressing 340ml,/en-ae/catalogue/knorr-creamy-garlic-salad-dressing-340ml_41123/,13.75,"/
                Each"
144,8001060036451,Sacla vegan cheese sauce 350g,/en-ae/catalogue/sacla-vegan-cheese-sauce-350g_41147/,27.50,"/
                Each"
145,5010029226133,Alpen Muesli Breakfast Cereal 550g,/en-ae/catalogue/alpen-muesli-breakfast-cereal-550g_41305/,27.25,"/
                Each"
146,3288680702057,Delifrance mini croissants x10 250g,/en-ae/catalogue/delifrance-mini-croissant-18-butter-250g-pack_39097/,15.75,"/
                Each"
147,6291055000051,Falcon aluminium foil 75sq ft x 30cm,/en-ae/catalogue/falcon-aluminium-foil-75sq-ft-x-30-cm_45110/,14.25,"/
                Each"
148,6295120029657,Air Wick scented oil refill vanilla and soft cashmere 19ml,/en-ae/catalogue/airwick-ess-oil-vanilacashmre-refi-19ml_45202/,31.25,"/
                Each"
149,5020144228424,Armor All scratch remover 200ml,/en-ae/catalogue/armor-all-scratch-remover-200ml_45227/,28.50,"/
                Each"
150,8436030132367,La Bellota 100% Iberian salami 70g,/en-ae/catalogue/la-bellota-100-iberian-salami-70g_45325/,44.25,"/
                Each"
151,5099339000138,Golden Bake mini ham and cheese jambons 315g,/en-ae/catalogue/golden-bake-ham-cheese-jambon-315g_45341/,29.50,"/
                Each"
152,5060453780275,Squirrel Sisters Peanut Raspberry Snack Bar 40g,/en-ae/catalogue/squirrel-s-nas-peanut-raspberry-40g_45570/,13.25,"/
                Each"
153,7630486400433,Canderel wonder crispy milk chocolate bar 27g,/en-ae/catalogue/canderel-chocolate-crispy-27g_45581/,7.50,"/
                Each"
154,6295120052587,Harpic power plus fresh 750ml,/en-ae/catalogue/harpic-power-plus-fresh-750ml_58595/,23.75,"/
                Each"
155,5000157076571,Heinz minions pasta shapes in tomato sauce 205g,/en-ae/catalogue/heinz-minions-pasta-shapes-in-tomato-sauce-205g_59260/,8.50,"/
                Each"
156,5039303005677,Wagamama pad thai stir fry sauce 120g,/en-ae/catalogue/wagamama-pad-thai-stir-fry-sauce-120g_59270/,9.50,"/
                Each"
